antibody_id,ADI_abref458_27m,pI,GRAVY,instability_index,net_charge_pH7,charge_patch_max7,Fv_charge_asymmetry,hydro_patch_max9,SAP_score,agg_motifs,hydro_cluster_count,glycosylation_sites,deamidation_sites,isomerization_sites,oxidation_sites,free_cys,total_cdr_length,psh,ppc,pnc,sfvcsp,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total
Eglatoprutug,69.86,5.75,-0.391,38.6,-2.08,3.0,9.988,0.667,0.714,2.0,2.0,0.0,1.0,0.0,9.0,4.0,66.0,441.3,3.0,4.0,-6.0,79.36831816273667,70.0,4.7343271586911895,2.4534013271331787,587.328228815115
Elegrobart,73.21,9.02,-0.367,37.0,5.0,3.0,2.914,0.556,0.571,2.0,2.0,0.0,1.0,1.0,9.0,3.0,74.0,845.91,3.1,1.0,16.8,76.20014800009109,72.0,4.722472898477724,2.0142693519592285,554.2669533407585
Elezanumab,68.38,7.85,-0.327,43.0,0.97,4.0,1.075,0.556,0.714,1.0,1.0,0.0,0.0,1.0,10.0,4.0,68.0,468.07,2.0,1.0,0.21,86.60251392065659,70.0,4.621794099497688,1.0071569681167603,591.3000776482047
Elotuzumab,74.2,5.87,-0.318,36.5,-1.11,3.0,3.002,0.667,0.857,5.0,3.0,0.0,2.0,2.0,10.0,4.0,64.0,425.24,2.0,2.0,0.0,82.20254683240816,73.0,4.603286875940946,1.1432199478149414,459.6409704834686
Eltrekibart,70.94,6.92,-0.463,43.2,-0.08,3.0,1.921,0.556,0.571,3.0,3.0,1.0,1.0,0.0,9.0,4.0,71.0,269.71,3.0,3.0,1.0,80.82380884287413,77.0,4.562528321217642,0.650745689868927,641.6879316844834
Emactuzumab,81.69,8.3,-0.401,37.5,1.73,3.0,0.002,0.667,0.714,2.0,2.0,0.0,0.0,1.0,9.0,4.0,60.0,508.38,2.0,3.0,0.0,85.32158890056533,68.0,4.637047170868476,1.7563645839691162,549.8860612901899
Emibetuzumab,63.55,8.96,-0.377,39.0,4.9,3.0,3.006,0.556,0.571,1.0,1.0,0.0,0.0,0.0,10.0,4.0,61.0,492.89,2.0,1.0,6.0,83.03612336231225,62.0,4.584774267193265,1.1665343046188354,562.4056234830075
Empasiprubart,65.35,5.96,-0.511,29.6,-1.93,3.9,6.003,0.667,0.714,3.0,3.0,0.0,0.0,1.0,8.0,4.0,67.0,257.65,4.0,6.0,-8.7,78.53821491073879,76.0,4.720774872803394,2.652630567550659,550.1041729051501
Emugrobart,71.12,6.32,-0.168,35.9,-1.01,2.9,0.913,0.667,0.714,3.0,3.0,0.0,0.0,0.0,10.0,4.0,67.0,355.35,4.0,3.0,1.32,83.33899440134597,72.0,4.5595871395471566,0.9676242470741272,611.2388643216482
Emunkitug,72.41,8.59,-0.366,40.2,2.72,3.0,0.999,0.667,0.714,1.0,1.0,0.0,0.0,1.0,11.0,4.0,62.0,390.09,2.0,2.0,0.0,86.58601645849751,67.0,4.577431086591772,1.3620715141296387,517.5951737113315
Enavatuzumab,71.59,6.36,-0.351,51.1,-0.93,3.0,3.005,0.667,0.714,2.0,2.0,0.0,2.0,1.0,11.0,4.0,68.0,267.17,3.1,2.0,0.2,78.52898034237757,66.0,4.688947210764752,2.5124785900115967,480.7993496049743
Encelimab,73.8,6.48,-0.259,39.1,-0.85,3.0,1.101,0.667,0.714,2.0,2.0,0.0,0.0,2.0,9.0,4.0,64.0,541.94,1.0,5.0,0.31,76.2247382525672,52.0,4.686438930034638,2.506948232650757,577.2450371750033
Enibarcimab,70.95,5.92,-0.345,41.8,-1.17,3.0,5.08,0.556,0.571,2.0,2.0,0.0,1.0,1.0,6.0,4.0,68.0,284.24,2.0,3.0,-5.1,77.91964112788975,72.0,4.716488127829226,2.12811279296875,517.9493673390726
Enoblituzumab,79.22,8.31,-0.377,37.3,1.89,3.0,1.827,0.556,0.714,3.0,3.0,0.0,2.0,1.0,6.0,4.0,67.0,328.91,4.0,2.0,3.0,85.28742972130028,74.0,4.630246726826567,0.5964677929878235,462.2799528183799
Enzelkitug,76.22,8.33,-0.236,39.9,1.89,3.0,4.16,0.667,0.857,3.0,2.0,0.0,2.0,1.0,7.0,4.0,68.0,807.48,3.1,2.0,0.0,83.40329307356174,70.0,4.734364922732523,1.1642651557922363,592.5852312079567
Epacmarstobart,72.05,8.26,-0.305,31.1,1.9,3.0,0.004,0.556,0.571,2.0,2.0,0.0,0.0,0.0,7.0,4.0,65.0,183.1,4.1,1.0,2.2,81.81914083272065,69.0,4.609846561899083,1.4932039976119995,549.7123783403363
Epratuzumab,68.46,8.57,-0.486,45.0,2.99,3.0,3.078,0.667,0.714,2.0,2.0,0.0,0.0,0.0,9.0,4.0,66.0,333.82,2.0,2.0,-4.1,71.18648672545525,59.0,4.6663829935846515,2.1688759326934814,470.23616842228694
Eptinezumab,61.78,6.82,-0.105,38.1,-0.13,3.0,2.013,0.667,0.714,2.0,2.0,0.0,4.0,0.0,7.0,6.0,62.0,1006.55,2.0,2.0,0.2,80.20102768855618,45.0,4.762708110194052,2.95554518699646,803.1005235646296
Erlizumab,71.99,8.34,-0.429,36.3,2.06,3.0,0.171,0.556,0.714,2.0,2.0,0.0,2.0,0.0,11.0,4.0,69.0,366.53,2.0,1.0,2.52,81.84470143671098,73.0,4.710614886514994,2.5204150676727295,515.1603530110015
Etakafusp,70.23,8.62,-0.204,42.8,2.73,3.0,0.992,0.667,0.714,2.0,2.0,0.0,0.0,0.0,8.0,4.0,64.0,458.45,1.0,2.0,3.0,83.35031356424831,72.0,4.694601893573258,1.8436557054519653,564.732484660794
Etalanetug,75.56,7.86,-0.326,34.7,0.98,3.0,5.094,0.556,0.714,3.0,2.0,0.0,3.0,1.0,8.0,4.0,69.0,641.16,3.0,5.0,-4.2,79.7863243300682,74.0,4.695129590227425,2.036468982696533,472.96632501199326
Etaracizumab,63.02,8.93,-0.25,48.6,4.0,3.0,2.007,0.556,0.714,4.0,4.0,0.0,2.0,0.0,7.0,4.0,62.0,279.73,4.3,1.0,4.1,87.41453922173342,65.0,4.750565867478351,2.6497440338134766,532.6708639688097
Etigilimab,64.7,9.1,-0.289,34.1,5.81,3.0,1.914,0.556,0.714,4.0,3.0,0.0,0.0,0.0,7.0,4.0,63.0,411.66,2.0,1.0,12.4,82.89612905773072,76.0,4.695579059607064,1.2278163433074951,540.9343076992837
Etokimab,72.34,9.27,-0.359,37.9,7.89,3.0,1.998,0.667,0.714,4.0,3.0,0.0,1.0,0.0,11.0,4.0,67.0,367.86,3.0,1.0,12.3,79.92103390684484,57.0,4.719804994637955,2.4485397338867188,554.1566952195901
Etrolizumab,73.89,8.35,-0.317,36.0,1.89,3.0,1.985,0.556,0.714,2.0,2.0,0.0,2.0,0.0,7.0,4.0,62.0,451.99,3.0,2.0,3.0,85.00921901474685,75.0,4.624970037877829,1.2236895561218262,635.174482034762
Eurestobart,76.66,8.79,-0.314,40.5,3.9,3.0,0.0,0.556,0.571,3.0,3.0,0.0,1.0,0.0,7.0,4.0,67.0,467.52,3.0,1.0,3.0,83.83796313446462,77.0,4.463671139779344,0.38204094767570496,551.9902987405675
Exidavnemab,69.9,8.64,-0.14,35.2,2.99,3.0,2.907,0.667,0.714,5.0,4.0,0.0,1.0,0.0,8.0,4.0,68.0,847.78,3.0,1.0,9.6,78.60278970253651,83.0,4.748031606065466,2.481207847595215,469.48073188982613
Exlinkibart,66.01,8.84,-0.419,37.3,3.91,2.0,1.998,0.667,0.714,1.0,1.0,0.0,0.0,0.0,9.0,4.0,61.0,546.68,4.0,4.0,6.2,85.47438087112259,70.0,4.6028688957281725,1.1834684610366821,554.8723500260778
Ezabenlimab,65.49,7.86,-0.245,45.2,0.9,3.0,3.076,0.667,0.714,6.0,5.0,0.0,2.0,0.0,11.0,4.0,69.0,491.42,3.0,3.0,-3.0,80.6577681514429,68.0,4.628760895674879,1.3291873931884766,525.9400553773681
Falbikitug,70.57,5.8,-0.349,45.8,-2.92,3.0,0.989,0.667,0.714,3.0,3.0,0.0,1.0,3.0,12.0,5.0,69.0,1017.75,3.1,4.0,0.02,74.95996988890583,64.0,4.656101410052715,1.8839281797409058,490.6040312023638
Farletuzumab,71.94,7.87,-0.321,43.3,0.97,3.0,0.914,0.667,0.857,7.0,4.0,0.0,0.0,2.0,10.0,4.0,67.0,218.51,1.0,2.0,0.2,83.73767366903213,87.0,4.617782041183205,1.8862676620483398,569.2582263856411
Favezelimab,54.19,4.98,-0.53,33.5,-5.17,4.0,7.08,0.556,0.571,2.0,2.0,0.0,0.0,2.0,10.0,4.0,68.0,316.33,3.0,4.0,-5.5,78.54531480803237,67.0,4.724529298709675,1.9912413358688354,573.6909730409511
Feladilimab,78.69,6.99,-0.36,40.6,-0.01,3.0,2.009,0.667,0.714,3.0,3.0,0.0,0.0,0.0,9.0,4.0,65.0,487.2,2.0,1.0,0.0,86.28238441521982,77.0,4.670784711216239,1.0796509981155396,580.2511198474743
Felzartamab,64.61,5.84,-0.278,36.9,-1.18,4.0,2.909,0.556,0.714,3.0,2.0,0.0,3.0,2.0,6.0,4.0,66.0,882.29,2.0,4.0,-1.8,87.59520186553215,70.0,4.542914862206528,1.096888542175293,543.5728711551748
Fepixnebart,71.81,8.79,-0.274,36.0,3.99,3.0,3.735,0.667,0.714,5.0,5.0,0.0,0.0,1.0,9.0,4.0,68.0,452.19,4.0,1.0,4.4,76.61013075694548,79.0,4.657656387737819,1.6263872385025024,569.7121498721706
Ficlatuzumab,74.23,6.34,-0.436,31.3,-1.01,3.0,5.082,0.556,0.571,3.0,3.0,0.0,1.0,1.0,9.0,4.0,63.0,412.79,3.0,2.0,-4.2,82.21273115501153,62.0,4.672812055010314,2.0205745697021484,566.4124814392305
Finotonlimab,67.14,8.36,-0.327,45.6,1.9,3.0,5.902,0.556,0.714,6.0,5.0,0.0,2.0,2.0,10.0,4.0,67.0,364.05,3.0,3.0,-8.0,81.62426353263396,76.0,4.574089465347038,0.5879209637641907,514.580261854507
Firastotug,72.02,8.83,-0.397,41.0,3.89,3.0,3.836,0.667,0.714,4.0,3.0,0.0,2.0,0.0,7.0,4.0,62.0,347.51,3.0,4.0,10.5,83.6532789120482,62.0,4.7210310431551346,2.5064408779144287,551.9047204476868
Fontolizumab,72.93,6.77,-0.394,28.6,-0.19,3.0,1.902,0.667,0.714,2.0,2.0,0.0,0.0,1.0,8.0,4.0,62.0,475.27,2.0,3.0,0.0,82.36408004324907,68.0,4.737853253000644,1.3369989395141602,610.159428793838
Fremanezumab,61.82,7.85,-0.224,41.4,0.9,3.0,4.902,0.556,0.714,5.0,5.0,0.0,2.0,0.0,6.0,4.0,67.0,518.59,3.0,2.0,0.4,84.52720626005949,74.0,4.618241599137835,1.4545629024505615,465.588371895857
Frexalimab,71.98,8.28,-0.398,29.5,1.88,3.0,3.983,0.667,0.714,7.0,4.0,0.0,1.0,1.0,6.0,4.0,65.0,292.63,3.0,2.0,0.4,86.48787227713672,78.0,4.562362426305672,0.6456916332244873,545.5558444381206
Frovocimab,76.45,8.31,-0.185,34.7,1.89,3.0,1.985,0.667,0.714,4.0,3.0,0.0,3.0,1.0,8.0,4.0,75.0,1280.4,2.0,2.0,3.3,71.8712283060432,77.0,4.5479033398480455,0.9431439638137817,517.3256460056045
Futermestotug,77.17,8.61,-0.311,39.1,3.07,3.0,1.012,0.556,0.714,4.0,4.0,0.0,2.0,1.0,8.0,4.0,67.0,175.63,3.0,2.0,4.0,85.6646906247359,75.0,4.669159457070006,1.341386318206787,494.5324331180512
Galcanezumab,66.78,8.75,-0.353,30.5,3.81,3.0,0.083,0.556,0.714,1.0,1.0,0.0,0.0,0.0,9.0,4.0,64.0,896.39,2.0,2.0,6.2,83.83890954082229,70.0,4.676131745326448,0.8435508608818054,607.6330057967139
Galegenimab,61.0,5.75,-0.436,38.5,-2.01,3.0,3.917,0.556,0.571,0.0,0.0,0.0,0.0,1.0,8.0,4.0,63.0,210.22,4.0,7.0,-6.0,84.03444348638003,76.0,4.557895873009456,1.0241338014602661,607.2174477014696
Galvokimig2,63.72,6.95,-0.425,38.1,-0.04,3.0,2.257,0.556,0.571,1.0,1.0,0.0,0.0,1.0,7.0,6.0,60.0,310.03,4.0,1.0,0.0,82.88797442494527,55.0,4.659533483898221,2.380401134490967,564.6454834882408
Garetatug,64.91,8.79,-0.466,29.7,3.98,3.0,4.251,0.556,0.714,4.0,4.0,0.0,3.0,1.0,10.0,4.0,69.0,211.6,3.0,2.0,3.1,75.59421445220468,77.0,4.732812544512353,2.481623411178589,479.38233292957574
Garivulimab,58.05,8.6,-0.172,25.3,2.97,3.0,0.921,0.889,1.0,9.0,3.0,0.0,1.0,1.0,9.0,4.0,63.0,476.2,1.1,2.0,4.2,86.34252755753627,69.0,4.716227699003786,2.36769437789917,503.64491058911494
Gatipotuzumab,74.1,7.07,-0.341,45.8,0.07,3.0,2.159,0.556,0.571,3.0,3.0,1.0,3.0,1.0,10.0,4.0,67.0,773.62,3.1,2.0,0.32,74.05955736758106,60.0,4.683105489934784,1.766584873199463,501.58481775150824
Gatralimab,74.04,8.61,-0.317,34.8,3.06,3.0,1.009,0.556,0.571,2.0,2.0,0.0,3.0,2.0,8.0,4.0,63.0,377.05,3.1,2.0,9.92,75.25852360935602,44.0,4.6441521218423985,1.3734416961669922,473.17582997207944
Gemtuzumab,78.1,7.84,-0.425,33.8,0.89,3.0,0.842,0.667,0.714,2.0,2.0,0.0,2.0,1.0,8.0,4.0,65.0,419.88,4.0,3.0,-1.0,76.8866659761557,75.0,4.692140799544432,2.400502920150757,540.526248847503
Geptanolimab,69.24,8.31,-0.321,26.7,1.73,3.0,3.991,0.556,0.714,4.0,4.0,0.0,0.0,0.0,8.0,4.0,62.0,293.71,2.0,3.0,0.0,77.648368764742,54.0,4.699839470130621,2.318453073501587,523.3224738334126
Gevokizumab,66.15,8.84,-0.282,28.9,3.9,3.0,1.992,0.778,0.857,4.0,4.0,0.0,0.0,1.0,11.0,4.0,65.0,214.24,2.0,3.0,8.2,83.21483806996577,77.0,4.6747516561956965,1.680478572845459,502.9424962866653
Giloralimab,74.78,8.63,-0.378,29.9,2.89,3.0,0.981,0.556,0.571,2.0,2.0,0.0,1.0,1.0,7.0,4.0,62.0,510.69,2.0,1.0,6.3,77.94943775271643,55.0,4.719694973195641,2.266940116882324,546.1601533469835
Gimistotug,65.19,8.73,-0.416,31.5,3.81,2.0,4.086,0.667,0.714,1.0,1.0,0.0,0.0,1.0,8.0,4.0,65.0,169.99,1.0,1.0,3.0,84.9576849841396,76.0,4.659967320666594,1.72135591506958,589.2914624242209
Glenzocimab,66.03,8.62,-0.389,35.9,2.9,3.0,1.0,0.556,0.571,1.0,1.0,0.0,3.0,0.0,11.0,4.0,70.0,461.25,1.1,1.0,2.1,77.44474513299448,79.0,4.616382704515804,1.4878290891647339,557.8970911409174
Gocatamig1,66.96,9.09,-0.261,33.3,5.88,4.0,2.156,0.556,0.714,4.0,4.0,0.0,1.0,1.0,8.0,4.0,73.0,664.66,4.1,2.0,5.0,89.23892317596591,83.0,4.67925776737429,1.740414023399353,474.8973900213232
Gosuranemab,66.23,8.62,-0.221,36.5,2.98,3.0,1.074,0.556,0.714,5.0,5.0,0.0,2.0,2.0,11.0,4.0,67.0,592.79,3.0,1.0,16.4,80.90132400718902,59.0,4.683712150927534,2.306729555130005,464.8140164306368
Gruticibart,69.75,8.92,-0.395,27.1,4.81,3.0,0.915,0.667,0.714,5.0,4.0,0.0,2.0,1.0,7.0,4.0,61.0,195.98,2.0,2.0,9.3,85.91533333824312,61.0,4.782602109144789,3.02432918548584,538.348872502156
Gumokimab,76.63,8.29,-0.281,32.2,1.98,3.0,4.267,0.556,0.571,2.0,2.0,0.0,1.0,1.0,8.0,4.0,69.0,378.23,2.0,4.0,0.0,76.69909559547136,79.0,4.616912874112646,1.2571160793304443,489.8972108162174
Ibalizumab,60.01,6.78,-0.484,34.3,-0.19,4.0,1.911,0.667,0.714,7.0,6.0,0.0,0.0,2.0,10.0,4.0,72.0,207.65,4.0,4.0,-2.0,68.61422355135362,73.0,4.686005231763782,1.5938671827316284,457.24518799885016
Ibentatug,76.37,8.95,-0.282,43.0,4.89,3.0,2.983,0.667,0.714,3.0,3.0,0.0,2.0,1.0,10.0,4.0,72.0,603.53,3.0,1.0,15.5,76.84580308349122,75.0,4.547646849882343,1.0699002742767334,462.9184357103291
Idarucizumab,65.74,8.58,-0.121,41.2,2.9,3.0,1.18,0.778,0.857,4.0,3.0,0.0,1.0,3.0,6.0,4.0,72.0,747.7,2.0,2.0,16.8,73.8509724100537,73.0,4.676349736685177,2.1973979473114014,515.5579974831358
Ieramilimab,65.62,5.39,-0.378,29.6,-2.19,3.0,1.918,0.556,0.714,2.0,2.0,0.0,0.0,0.0,9.0,4.0,70.0,457.98,2.0,4.0,-0.0,82.09485152190679,72.0,4.715617061333296,2.3321807384490967,530.5343230919718
Ifabotuzumab,66.29,7.75,-0.447,39.7,0.73,3.0,2.994,0.556,0.714,1.0,1.0,0.0,0.0,1.0,10.0,4.0,63.0,370.09,3.0,3.0,2.0,84.15744779009995,75.0,4.594881247502307,0.6313614249229431,645.2982290180378
Ifinatamab,72.34,7.77,-0.395,47.5,0.91,3.0,1.08,0.556,0.571,2.0,2.0,0.0,1.0,0.0,10.0,4.0,66.0,472.33,4.0,2.0,-2.0,86.90415818132585,68.0,4.680339352665298,2.835679054260254,499.15335986431444
Iladatuzumab,65.34,4.85,-0.346,43.6,-5.18,3.0,3.077,0.667,0.714,1.0,1.0,0.0,1.0,1.0,6.0,4.0,66.0,336.15,3.0,6.0,-6.0,79.14285634245783,70.0,4.7430613538369695,1.7970387935638428,539.3887357435034
Imaprelimab,56.15,8.98,-0.229,32.0,4.72,3.0,1.003,0.778,0.857,8.0,5.0,0.0,3.0,0.0,8.0,4.0,62.0,498.21,2.0,1.0,12.0,81.57143993728845,71.0,4.485645602922887,0.9410305023193359,483.18614320761264
Imgatuzumab,54.09,9.09,-0.455,42.0,5.9,3.0,0.002,0.444,0.571,0.0,0.0,0.0,2.0,0.0,8.0,4.0,64.0,381.55,2.1,1.0,6.0,81.76311320884989,68.0,4.687764829101292,0.7007806301116943,612.3604875118053
Imneskibart,59.17,5.41,-0.344,44.7,-3.09,4.0,4.991,0.556,0.714,5.0,5.0,0.0,0.0,3.0,9.0,4.0,72.0,230.54,3.1,7.0,-10.5,72.34587771506634,69.0,4.731569581561619,2.4120800495147705,478.70184563485094
Imsidolimab,61.87,9.13,-0.225,29.1,5.99,3.0,3.912,0.667,0.714,3.0,3.0,0.0,0.0,0.0,13.0,4.0,70.0,1365.59,3.0,1.0,9.02,74.48141369738666,68.0,4.612164690994695,1.2440916299819946,604.3388665668444
Imzokitug,64.55,9.14,-0.405,44.1,6.08,4.0,1.832,0.556,0.714,2.0,2.0,0.0,0.0,1.0,9.0,4.0,66.0,376.05,5.2,2.0,12.6,76.96181361889977,78.0,4.625761897008786,1.5084037780761719,566.1966173720148
Inebilizumab,69.69,5.29,-0.368,38.1,-3.09,3.0,4.902,0.667,0.714,2.0,2.0,0.0,3.0,2.0,8.0,4.0,70.0,918.72,3.0,3.0,-1.9,80.83773052872628,80.0,4.666902146524324,1.820106029510498,472.3076416792813
Inotuzumab,67.98,8.97,-0.382,32.9,5.06,4.0,2.99,0.556,0.714,3.0,2.0,0.0,1.0,0.0,8.0,4.0,71.0,417.2,4.0,1.0,6.4,78.42777453056755,71.0,4.6661327176366365,1.814191460609436,583.6976839169083
Invikafusp,61.55,9.17,-0.381,33.2,7.07,3.0,2.997,0.556,0.714,2.0,2.0,0.0,0.0,0.0,7.0,4.0,64.0,596.98,3.0,1.0,6.71,85.59629543880509,62.0,4.738719417926776,1.7977368831634521,667.366328287222
Iparomlimab,71.49,8.54,-0.475,32.5,2.89,3.0,0.993,0.556,0.571,2.0,2.0,0.0,1.0,2.0,10.0,4.0,70.0,311.58,3.0,3.0,4.1,72.84752362610006,76.0,4.619945334678604,1.3184285163879395,561.9498503838033
Ispectamab,77.4,7.86,-0.26,37.5,0.97,3.0,2.92,0.667,0.714,3.0,2.0,1.0,1.0,1.0,7.0,4.0,67.0,575.03,1.0,2.0,3.0,83.95695586880554,69.0,4.647789861287348,0.7398791313171387,473.3846804336963
Isuventatug,73.48,8.59,-0.216,50.5,2.99,3.0,0.907,0.556,0.571,3.0,3.0,0.0,2.0,1.0,10.0,4.0,71.0,816.83,3.2,2.0,6.51,78.62556291076932,79.0,4.563298507861281,1.408145785331726,434.3538265208109
Itolizumab,61.72,8.58,-0.372,52.3,2.89,3.0,2.988,0.556,0.714,1.0,1.0,0.0,0.0,3.0,8.0,4.0,64.0,341.1,3.0,4.0,4.0,86.0086738916327,70.0,4.625104430941648,2.0722029209136963,520.5705185176811
Ixekizumab,69.84,8.8,-0.325,37.6,4.16,3.0,4.085,0.556,0.714,2.0,2.0,0.0,0.0,0.0,8.0,4.0,69.0,496.42,3.0,2.0,-11.78,76.61899578074157,73.0,4.699459675489738,1.6297117471694946,493.1648454760661
Ixotatug,79.86,7.87,-0.366,39.2,1.07,3.0,1.008,0.667,0.714,4.0,4.0,0.0,1.0,3.0,10.0,4.0,62.0,440.27,3.1,2.0,2.31,82.92644437377042,60.0,4.680143030156013,1.2807626724243164,540.6860053789226
Izeltabart,72.28,5.22,-0.356,40.8,-4.92,3.0,9.151,0.667,0.714,3.0,3.0,0.0,1.0,2.0,9.0,4.0,72.0,814.89,3.0,4.0,-15.5,79.68029139569136,74.0,4.751076954698975,2.328275442123413,505.8712931618641
Labetuzumab,74.29,7.88,-0.299,43.2,0.98,3.0,4.913,0.667,0.714,4.0,4.0,0.0,0.0,2.0,9.0,4.0,63.0,636.86,3.0,1.0,3.1,82.55697381381697,75.0,4.552020777615024,0.4179428219795227,452.7426547897314
Lacnotuzumab,67.09,5.09,-0.283,32.3,-4.1,4.0,1.99,0.556,0.571,3.0,3.0,0.0,2.0,0.0,8.0,4.0,63.0,471.62,2.0,2.0,-1.0,87.62283649602846,69.0,4.688040531178984,2.028203248977661,491.7293876517909
Lacutamab,69.09,6.99,-0.282,26.8,-0.01,3.0,0.081,0.556,0.714,5.0,4.0,0.0,1.0,0.0,10.0,4.0,63.0,337.57,2.0,2.0,0.11,81.37276556844856,66.0,4.746565101643665,2.5658771991729736,563.5406848357404
Ladiratuzumab,68.4,7.11,-0.376,45.0,0.17,3.0,3.908,0.556,0.714,2.0,2.0,0.0,1.0,0.0,11.0,4.0,70.0,360.66,4.0,6.0,-14.56,78.16228980241492,80.0,4.6170639225324335,1.7417631149291992,489.2045367599906
Lampalizumab,64.77,4.78,-0.33,30.4,-5.19,4.0,1.078,0.556,0.714,2.0,2.0,0.0,0.0,1.0,8.0,4.0,60.0,492.21,2.0,5.0,4.0,78.79179434513661,60.0,4.693760523232081,2.3312742710113525,536.3244262691919
Lancastotug,75.5,8.3,-0.414,33.9,1.98,3.0,2.088,0.556,0.714,3.0,2.0,0.0,0.0,1.0,8.0,4.0,66.0,122.95,2.0,2.0,3.52,84.27059047478079,80.0,4.650168860527572,2.247274160385132,501.2874057929867
Landogrozumab,65.25,8.66,-0.203,37.2,3.15,3.0,2.646,0.667,0.857,6.0,5.0,0.0,1.0,0.0,6.0,4.0,59.0,375.32,3.0,1.0,3.6,85.49437237965293,48.0,4.629021626619192,2.070164203643799,531.4752981595626
Lasrekibart,69.91,5.91,-0.36,47.0,-1.1,3.0,2.835,0.556,0.714,3.0,2.0,0.0,2.0,1.0,7.0,4.0,63.0,493.2,1.0,4.0,-0.9,86.58590297448315,65.0,4.641408107414538,0.6399476528167725,481.2309664746663
Laventatug,70.43,5.38,-0.37,42.8,-4.83,3.0,6.742,0.556,0.714,3.0,3.0,0.0,1.0,1.0,10.0,4.0,70.0,367.33,1.0,6.0,-17.98,79.46195328428583,75.0,4.601308574870836,0.5264348387718201,445.39546964664623
Lebrikizumab,43.56,5.42,-0.28,24.6,-2.18,2.0,3.9,0.889,0.857,9.0,6.0,0.0,2.0,4.0,11.0,4.0,67.0,515.24,2.0,3.0,-9.0,78.89208550887966,75.0,4.719781934643249,1.9342713356018066,542.1755862996343
Lecanemab,69.08,8.61,-0.252,45.3,3.07,3.0,1.014,0.556,0.714,4.0,4.0,0.0,2.0,0.0,8.0,4.0,74.0,315.8,3.0,2.0,15.6,77.48753264292792,71.0,4.617610923187462,0.6570086479187012,466.9535745454194
Lecankitug,73.94,7.79,-0.367,30.4,1.08,3.0,3.174,0.556,0.714,2.0,2.0,0.0,1.0,0.0,9.0,4.0,68.0,329.9,3.0,3.0,0.32,76.98982940823868,65.0,4.718726928071463,2.8949854373931885,567.7017282324108
Lenvervimab,71.64,8.6,-0.273,38.6,2.8,3.0,1.078,0.556,0.714,5.0,5.0,0.0,2.0,2.0,9.0,4.0,74.0,992.24,4.0,3.0,12.0,75.02221086680352,70.0,4.6795020798842115,1.8437674045562744,476.266640089421
Leronlimab,79.16,7.86,-0.291,34.9,1.07,3.0,0.806,0.667,0.714,5.0,3.0,0.0,1.0,0.0,8.0,4.0,72.0,633.22,3.0,1.0,3.1,74.62116893209242,85.0,4.5511865516781915,0.4698061943054199,493.68213750441225
Levilimab,74.17,7.78,-0.268,41.5,0.81,2.0,3.081,0.667,0.714,2.0,2.0,0.0,1.0,2.0,8.0,4.0,69.0,808.14,3.0,2.0,0.0,78.564889345876,73.0,4.712952052439848,1.7907238006591797,549.4210636895565
Licaminlimab,70.75,8.23,-0.201,39.5,1.78,3.0,2.014,0.667,0.714,6.0,4.0,0.0,1.0,0.0,10.0,6.0,70.0,963.98,2.0,2.0,2.0,79.85490314225169,77.0,4.570555602792117,0.8662480711936951,625.6827174646364
Lifastuzumab,77.94,8.68,-0.267,34.2,3.16,3.0,0.748,0.667,0.714,4.0,4.0,0.0,2.0,1.0,8.0,4.0,70.0,1343.93,3.2,2.0,9.02,79.63481499753242,69.0,4.689799473530207,2.281822681427002,421.5083620510946
Ligelizumab,67.96,5.64,-0.313,45.7,-3.0,3.0,2.985,0.667,0.714,3.0,3.0,0.0,0.0,0.0,12.0,4.0,68.0,210.31,4.0,4.0,-2.8,80.26550940445316,82.0,4.536166784197338,0.7463546395301819,483.5749440964271
Ligufalimab,69.82,8.62,-0.306,45.2,2.99,3.0,1.085,0.556,0.714,2.0,2.0,0.0,0.0,1.0,12.0,4.0,62.0,483.66,2.0,3.0,4.2,83.92296870064641,62.0,4.75685518517914,2.0486233234405518,615.264998566795
Lintuzumab,70.57,8.28,-0.452,32.9,1.81,3.0,2.084,0.667,0.714,1.0,1.0,0.0,1.0,0.0,10.0,4.0,65.0,274.89,4.0,3.0,0.0,76.69330384270278,70.0,4.736049557318453,2.033015012741089,558.7845072897524
Lipustobart,77.61,8.57,-0.389,38.1,2.91,3.0,2.743,0.667,0.714,2.0,2.0,0.0,1.0,0.0,8.0,4.0,69.0,509.41,3.0,4.0,2.0,78.827007228819,67.0,4.696345421228003,1.8253535032272339,555.9051171950191
Lirentelimab,64.01,6.98,-0.177,42.6,-0.02,3.0,0.001,0.778,0.857,6.0,5.0,0.0,3.0,1.0,9.0,4.0,64.0,542.71,1.1,1.0,0.0,88.23866992012246,73.0,4.720891206240167,1.6462723016738892,545.498586294015
Litifilimab,69.61,5.0,-0.356,43.8,-3.27,3.0,2.993,0.667,0.714,4.0,3.0,0.0,2.0,4.0,8.0,4.0,71.0,185.37,2.0,3.0,-6.0,78.69951477709358,72.0,4.66091238926652,0.2350618541240692,468.68010747403423
Livmoniplimab,69.26,5.61,-0.311,31.4,-1.26,3.0,4.985,0.556,0.714,3.0,3.0,0.0,0.0,0.0,9.0,4.0,71.0,1198.66,2.0,4.0,-4.0,79.7598633542332,88.0,4.568138657159326,0.5390260219573975,617.5736398161874
