canonical_id,display_name,in_root_ada_147,in_master_ada_158,in_panel_136,in_combined_db_146,in_batch2,in_batch3,in_negative_library,in_ph3_candidates,in_gap_list,ada_first_pct_panel,ada_first_pct_combined,ada_pct_consistent,thera_genetics_class,vh_germline,vl_germline,source_db_combined,curation_gap_fields,evidence_tier,anomalies
sutimlimab,Sutimlimab,True,True,True,True,False,False,False,False,True,10.0,10.0,True,humanised_engineered,IGHV3-23*03,IGKV3/OR2-268*01,Master,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",A,"curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
tafasitamab,Tafasitamab,True,True,True,True,False,True,False,False,True,10.0,10.0,True,humanised_engineered,IGHV1-3*01,IGKV2-28*01,Master,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",A,"curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
tagitanlimab,Tagitanlimab,True,True,True,True,False,False,False,False,True,1.0,1.0,True,humanised,IGHV4-4*08,IGKV6-21*02,Master,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",A,"curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
timigutuzumab,Timigutuzumab,True,True,True,True,False,False,False,False,True,15.0,15.0,True,humanised,IGHV3-23*04,IGKV1-39*01,Master,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",A,"curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
vunakizumab,Vunakizumab,True,True,True,True,False,False,False,False,True,15.0,15.0,True,humanised,IGHV1-2*02,IGKV1-13*01,Master,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",A,"curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
nipocalimab,Nipocalimab,True,True,False,True,False,False,False,False,False,,48.0,,,,,Master,,,combined_db_missing_in_panel_136
epcoritamab,Epcoritamab,True,True,False,True,False,False,False,False,False,,2.6,,,,,Master,,,combined_db_missing_in_panel_136
elranatamab,Elranatamab,True,True,False,True,False,False,False,False,False,,9.5,,,,,Master,,,combined_db_missing_in_panel_136
abrezekimab,Abrezekimab,True,False,False,True,False,False,True,False,False,,3.3,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
lemalesomab,Lemalesomab,True,False,False,True,False,False,True,False,False,,40.0,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
lumiliximab,Lumiliximab,True,False,False,True,False,False,True,False,False,,0.0,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
ontamalimab,Ontamalimab,True,False,False,True,False,False,True,True,False,,2.0,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
ozanezumab,Ozanezumab,True,False,False,True,False,False,True,False,False,,0.3,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
sifalimumab,Sifalimumab,True,False,False,True,False,False,True,False,False,,0.0,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
tabalumab,Tabalumab,True,False,False,True,False,False,True,True,False,,4.2,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
tanezumab,Tanezumab,True,False,False,True,False,False,True,True,False,,2.3,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
tibulizumab,Tibulizumab,True,False,False,True,False,False,True,False,False,,3.3,,,,,Discontinued,,,root_only_not_in_master_copy;combined_db_missing_in_panel_136
bebtelovimab,Bebtelovimab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
narsoplimab,Narsoplimab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
maftivimab,Maftivimab,False,True,False,False,True,False,True,True,False,,,,,,,,,,master_copy_not_in_root
lenzilumab,Lenzilumab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
felzartamab,Felzartamab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
camidanlumab,Camidanlumab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
oportuzumab,Oportuzumab,False,True,False,False,True,False,True,True,False,,,,,,,,,,master_copy_not_in_root
iparomlimab,Iparomlimab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
geptanolimab,Geptanolimab,False,True,False,False,True,False,False,False,False,,,,,,,,,,master_copy_not_in_root
briakinumab,Briakinumab,False,True,False,False,False,True,True,True,False,,,,,,,,,,master_copy_not_in_root
bermekimab,Bermekimab,False,True,False,False,False,True,False,False,False,,,,,,,,,,master_copy_not_in_root
batoclimab,Batoclimab,False,True,False,False,False,True,False,False,False,,,,,,,,,,master_copy_not_in_root
margetuximab,Margetuximab,False,True,False,False,False,True,False,False,False,,,,,,,,,,master_copy_not_in_root
monalizumab,Monalizumab,False,True,False,False,False,True,False,False,False,,,,,,,,,,master_copy_not_in_root
tiragolumab,Tiragolumab,False,True,False,False,False,True,False,False,False,,,,,,,,,,master_copy_not_in_root
farletuzumab,Farletuzumab,False,True,False,False,False,True,True,True,False,,,,,,,,,,master_copy_not_in_root
etesevimab,Etesevimab,False,False,True,False,False,False,False,False,True,1.7,,,genetically_human,IGHV3-66*01,IGKV1-39*01,,"['route', 'half_life', 'fc_engineering', 'dose', 'assay']",C,"panel_136_missing_in_combined_db;curation_gap:['route', 'half_life', 'fc_engineering', 'dose', 'assay']"
abagovomab,Abagovomab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
abrilumab,Abrilumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
acapatamab,Acapatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
actoxumab,Actoxumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
adecatumumab,Adecatumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
afasevikumab,Afasevikumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
alacizumab,Alacizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
alextatug,Alextatug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
alomfilimab,Alomfilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
alsevalimab,Alsevalimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
amatuximab,Amatuximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
amubarvimab,Amubarvimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
andecaliximab,Andecaliximab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
anetumab,Anetumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
anrukinzumab,Anrukinzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
anumigilimab,Anumigilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
aprutumab,Aprutumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ascrinvacumab,Ascrinvacumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
aselizumab,Aselizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
atidortoxumab,Atidortoxumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
atinumab,Atinumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
avdoralimab,Avdoralimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
azintuxizumab,Azintuxizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
azirkitug,Azirkitug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
bapineuzumab,Bapineuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
barecetamab,Barecetamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
bavunalimab,Bavunalimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
beludavimab,Beludavimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
berlimatoxumab,Berlimatoxumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
bersanlimab,Bersanlimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
bezetabart,Bezetabart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
birtamimab,Birtamimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
bleselumab,Bleselumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
bococizumab,Bococizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
brazikumab,Brazikumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
briquilimab,Briquilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
brontictuzumab,Brontictuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
canrivitug,Canrivitug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cantuzumab,Cantuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
carlumab,Carlumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
carotuximab,Carotuximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cergutuzumab,Cergutuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cibisatamab,Cibisatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ciduvectamig,Ciduvectamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cinpanemab,Cinpanemab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
citatuzumab,Citatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cixutumumab,Cixutumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
clivatuzumab,Clivatuzumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
cofetuzumab,Cofetuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
conatumumab,Conatumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
crenezumab,Crenezumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
crotedumab,Crotedumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
cudarolimab,Cudarolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
dacetuzumab,Dacetuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
dalotuzumab,Dalotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
dalutrafusp,Dalutrafusp,False,False,False,False,False,False,True,False,False,,,,,,,,,,
danvilostomig,Danvilostomig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
dectrekumab,Dectrekumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
demcizumab,Demcizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
denikitug,Denikitug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
denintuzumab,Denintuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
depatuxizumab,Depatuxizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
dezamizumab,Dezamizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
domagrozumab,Domagrozumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
donitabart,Donitabart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
drozitumab,Drozitumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
duligotuzumab,Duligotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
dusigitumab,Dusigitumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
duvortuxizumab,Duvortuxizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ecromeximab,Ecromeximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
efungumab,Efungumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
eldelumab,Eldelumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
elgemtumab,Elgemtumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
elipovimab,Elipovimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
eluvixtamab,Eluvixtamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
emerfetamab,Emerfetamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
emirodatamab,Emirodatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
enapotamab,Enapotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
enavatuzumab,Enavatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
enokizumab,Enokizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
enoticumab,Enoticumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
enristomig,Enristomig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
epacmarstobart,Epacmarstobart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
epratuzumab,Epratuzumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
eramkafusp,Eramkafusp,False,False,False,False,False,False,True,False,False,,,,,,,,,,
erlizumab,Erlizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
etevritamab,Etevritamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
etokimab,Etokimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
exbivirumab,Exbivirumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
fasinumab,Fasinumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
fezakinumab,Fezakinumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
fidasimtamab,Fidasimtamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
figitumumab,Figitumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
firivumab,Firivumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
flanvotumab,Flanvotumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
fletikumab,Fletikumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
flotetuzumab,Flotetuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
fontolizumab,Fontolizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
foravirumab,Foravirumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
forimtamig,Forimtamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
fresolimumab,Fresolimumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
galegenimab,Galegenimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
galiximab,Galiximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gancotamab,Gancotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ganitumab,Ganitumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
gantenerumab,Gantenerumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
gatralimab,Gatralimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gedivumab,Gedivumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gimsilumab,Gimsilumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
girentuximab,Girentuximab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
glembatumumab,Glembatumumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
golocdacimab,Golocdacimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gontivimab,Gontivimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gosuranemab,Gosuranemab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gremubamab,Gremubamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
gresonitamab,Gresonitamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
icrucumab,Icrucumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
idactamab,Idactamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
iladatuzumab,Iladatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
imalumab,Imalumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
imaprelimab,Imaprelimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
imgatuzumab,Imgatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
inclacumab,Inclacumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
indatuximab,Indatuximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
indusatumab,Indusatumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
intetumumab,Intetumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
iratumumab,Iratumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
isecarosmab,Isecarosmab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
istiratumab,Istiratumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
izeltabart,Izeltabart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
izuralimab,Izuralimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
labetuzumab,Labetuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lacnotuzumab,Lacnotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lampalizumab,Lampalizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
landogrozumab,Landogrozumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
laprituximab,Laprituximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
latikafusp,Latikafusp,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lerdelimumab,Lerdelimumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
lesofavumab,Lesofavumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lexatumumab,Lexatumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
libivirumab,Libivirumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lifastuzumab,Lifastuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
linclatamig,Linclatamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lintuzumab,Lintuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lipustobart,Lipustobart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lirentelimab,Lirentelimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
lirilumab,Lirilumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lodapolimab,Lodapolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lodelcizumab,Lodelcizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lorvotuzumab,Lorvotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
losatuxizumab,Losatuxizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lucatumumab,Lucatumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lumretuzumab,Lumretuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lupartumab,Lupartumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
lutikizumab,Lutikizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
manelimab,Manelimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
matuzumab,Matuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
melrilimab,Melrilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
metelimumab,Metelimumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
milatuzumab,Milatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
mipasetamab,Mipasetamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
mirzotamab,Mirzotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
modakafusp,Modakafusp,False,False,False,False,False,False,True,False,False,,,,,,,,,,
motavizumab,Motavizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
muromonab,Muromonab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
naptumomab,Naptumomab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
narnatumab,Narnatumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
navivumab,Navivumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
nesvacumab,Nesvacumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
nurulimab,Nurulimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
obertamig,Obertamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
obrindatamab,Obrindatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ocaratuzumab,Ocaratuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
olendalizumab,Olendalizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
onartuzumab,Onartuzumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
onvatilimab,Onvatilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
opelkibart,Opelkibart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
opicinumab,Opicinumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
opucolimab,Opucolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
orilanolimab,Orilanolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
osocimab,Osocimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
otilimab,Otilimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
otlertuzumab,Otlertuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
oxelumab,Oxelumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ozekibart,Ozekibart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pacanalotamab,Pacanalotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pamvatamig,Pamvatamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
parsatuzumab,Parsatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pasotuxizumab,Pasotuxizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
patecibart,Patecibart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pateclizumab,Pateclizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
patritumab,Patritumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
pavurutamab,Pavurutamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pelgifatamab,Pelgifatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
perakizumab,Perakizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
perenostobart,Perenostobart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
petosemtamab,Petosemtamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pexelizumab,Pexelizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
pinatuzumab,Pinatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
placulumab,Placulumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ponezumab,Ponezumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ponsegromab,Ponsegromab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
porgaviximab,Porgaviximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pradusinstobart,Pradusinstobart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
prafnosbart,Prafnosbart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
prezalumab,Prezalumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
pritoxaximab,Pritoxaximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
quetmolimab,Quetmolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
quilizumab,Quilizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
radretumab,Radretumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rafivirumab,Rafivirumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ralpancizumab,Ralpancizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
ralzapastotug,Ralzapastotug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
refanezumab,Refanezumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
reflocibart,Reflocibart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
remtolumab,Remtolumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
reozalimab,Reozalimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
revdofilimab,Revdofilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rezetamig,Rezetamig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rilotumumab,Rilotumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rinucumab,Rinucumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rivabazumab,Rivabazumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
robatumumab,Robatumumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rolinsatamab,Rolinsatamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
romilkimab,Romilkimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rontalizumab,Rontalizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rosmantuzumab,Rosmantuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
rovalpituzumab,Rovalpituzumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
rovelizumab,Rovelizumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
rulonilimab,Rulonilimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
ruplizumab,Ruplizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
sabatolimab,Sabatolimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
samalizumab,Samalizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
samatatug,Samatatug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
samrotamab,Samrotamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
selicrelumab,Selicrelumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
semorinemab,Semorinemab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
serclutamab,Serclutamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
seribantumab,Seribantumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
setoxaximab,Setoxaximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
simlukafusp,Simlukafusp,False,False,False,False,False,False,True,False,False,,,,,,,,,,
simtuzumab,Simtuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
sofituzumab,Sofituzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
solitomab,Solitomab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
solrikitug,Solrikitug,False,False,False,False,False,False,True,False,False,,,,,,,,,,
sonavibart,Sonavibart,False,False,False,False,False,False,True,False,False,,,,,,,,,,
stamulumab,Stamulumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
suptavumab,Suptavumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
suvizumab,Suvizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
suvratoxumab,Suvratoxumab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
tabituximab,Tabituximab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tacatuzumab,Tacatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tadocizumab,Tadocizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
talizumab,Talizumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tamrintamab,Tamrintamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tarperprumig,Tarperprumig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tavolimab,Tavolimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tebotelimab,Tebotelimab,False,False,False,False,False,False,True,True,False,,,,,,,,,,
telisotuzumab,Telisotuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tenatumomab,Tenatumomab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tepoditamab,Tepoditamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tidutamab,Tidutamab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tigatuzumab,Tigatuzumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
timolumab,Timolumab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tinurilimab,Tinurilimab,False,False,False,False,False,False,True,False,False,,,,,,,,,,
tobemstomig,Tobemstomig,False,False,False,False,False,False,True,False,False,,,,,,,,,,
